LEAID,NAME,STATE_STATECODE
2622380,Manchester Community Schools,MI
5103210,RAPPAHANNOCK CO PBLC SCHS,VA
3910002,Arcadia Local,OH
4833360,ODEM-EDROY ISD,TX
5500081,Rocketship Education Wisconsin Inc,CA
2622410,Manistee Area Public Schools,MI
5103240,RICHMOND CITY PBLC SCHS,VA
4833390,O'DONNELL ISD,TX
5103270,RICHMOND CO PBLC SCHS,VA
2622470,Manistique Area Schools,MI
5900105,Sherman Indian High School,CA
3910003,Sidney City,OH
5103300,ROANOKE CITY PBLC SCHS,VA
5900197,Noli School,CA
4833420,OGLESBY ISD,TX
2622500,Manton Consolidated Schools,MI
5103330,ROANOKE CO PBLC SCHS,VA
3910004,Anna Local,OH
2622620,Maple Valley Schools,MI
602266,Alliance Ouchi-O'Donovan 6-12 Complex District,CA
4833570,OLFEN ISD,TX
5103370,ROCKBRIDGE CO PBLC SCHS,VA
2622740,Marcellus Community Schools,MI
602267,Tree of Life Charter District,CA
3910005,Jackson Center Local,OH
5103390,ROCKINGHAM CO PBLC SCHS,VA
2622800,Marion Public Schools,MI
4833630,OLNEY ISD,TX
602268,Rocklin Academy Gateway District,CA
5103420,RUSSELL CO PBLC SCHS,VA
3910006,Salem City,OH
2622830,Mar Lee School District,MI
602269,Credo High District,CA
5103460,SALEM CITY PBLC SCHS,VA
4833660,OLTON ISD,TX
2622860,Marlette Community Schools,MI
5103480,SCOTT CO PBLC SCHS,VA
602270,Citizens of the World Charter School Silver Lake District,CA
3910007,Leetonia Exempted Village,OH
2622970,Marshall Public Schools,MI
4833690,ONALASKA ISD,TX
5103510,SHENANDOAH CO PBLC SCHS,VA
602271,Temecula International Academy District,CA
2622980,Martin Public Schools,MI
4833720,ORANGE GROVE ISD,TX
5103520,SMYTH CO PBLC SCHS,VA
602272,Tomorrow's Leadership Collaborative (TLC) Charter District,CA
2623040,Marysville Public Schools,MI
3910008,Crestline Exempted Village,OH
5103600,SOUTHAMPTON CO PBLC SCHS,VA
4833780,ORANGEFIELD ISD,TX
602273,Mojave River Academy District,CA
2623070,Mason Public Schools (Ingham),MI
5103640,SPOTSYLVANIA CO PBLC SCHS,VA
3910009,Shelby City,OH
5103660,STAFFORD CO PBLC SCHS,VA
602274,Inspire Charter School - South District,CA
2623100,Mason Consolidated Schools (Monroe),MI
4833840,ORE CITY ISD,TX
5103690,STAUNTON CITY PBLC SCHS,VA
602275,McGill School of Success District,CA
3910010,Miami Trace Local,OH
2623130,Mason County Central Schools,MI
5103710,SUFFOLK CITY PBLC SCHS,VA
4833870,OVERTON ISD,TX
602276,KIPP Bridge Academy District,CA
4900360,Granite District,UT
2623160,Mason County Eastern Schools,MI
5103750,SURRY CO PBLC SCHS,VA
3910011,Washington Court House City,OH
100020,Boyd School,AL
2623250,Mattawan Consolidated School,MI
602277,ArchitectureConstruction & Engineer CHTR High(ACE) District,CA
5103780,SUSSEX CO PBLC SCHS,VA
4833900,PADUCAH ISD,TX
4900390,Iron District,UT
2623280,Mayville Community School District,MI
602278,Twin Rivers Charter District,CA
5103810,TAZEWELL CO PBLC SCHS,VA
3910012,Mount Vernon City,OH
100021,BrewerPorch Childrens Center,AL
4833960,PAINT CREEK ISD,TX
4900420,Jordan District,UT
2623310,McBain Rural Agricultural Schools,MI
5103840,VA BEACH CITY PBLC SCHS,VA
602279,Alliance Renee and Meyer Luskin Academy High District,CA
3910013,East Knox Local,OH
100022,Sequel TSI Courtland LLC,AL
5103870,WARREN CO PBLC SCHS,VA
2623460,Melvindale-North Allen Park Schools,MI
602280,King-Chavez Arts Academy District,CA
4833980,PAINT ROCK ISD,TX
4900450,Juab District,UT
5103900,WASHINGTON CO PBLC SCHS,VA
2623490,Memphis Community Schools,MI
3910014,Riverside Local,OH
602281,Yosemite-Wawona Elementary Charter District,CA
100023,Sequel TSI Madison LLC,AL
5103930,WAYNESBORO CITY PBLC SCHS,VA
4834020,PALACIOS ISD,TX
2623520,Mendon Community School District,MI
4900480,Kane District,UT
602282,Valley Charter High District,CA
5103950,WEST POINT PBLC SCHS,VA
3910015,Painesville City Local,OH
4900510,Logan City District,UT
2623550,Menominee Area Public Schools,MI
602283,PUC Santa Rosa Charter Academy District,CA
3910016,Orange City,OH
5103980,WESTMORELAND CO PBLC SCHS,VA
100024,Sequel TSI New Beginnings LLC,AL
2623580,Meridian Public Schools,MI
602284,OCSA District,CA
3910017,Bedford City,OH
4900540,Millard District,UT
5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,VA
2623610,Merrill Community Schools,MI
3910018,Warren Local,OH
100026,Sequel TSI Tuskegee LLC,AL
602285,SAVA - Sacramento Academic and Vocational Academy District,CA
5104050,WINCHESTER CITY PBLC SCHS,VA
3910019,Marietta City,OH
4900570,Morgan District,UT
2623670,Mesick Consolidated Schools,MI
5104080,WISE CO PBLC SCHS,VA
602286,Rocketship Delta Prep District,CA
100028,Triwill Portacras,AL
3900001,Ohio School For The Deaf,OH
2623790,Michigan Center School District,MI
4900600,Murray District,UT
602287,Summit Preparatory Charter High District,CA
3910020,Clyde-Green Springs Exempted Village,OH
4225440,West Greene SD,PA
100030,Alexander City,AL
3900002,Ohio School For The Blind,OH
4900630,Nebo District,UT
2623820,Midland Public Schools,MI
602288,Elite Academic Academy - Mountain Empire District,CA
3910021,Old Fort Local,OH
4900660,North Sanpete District,UT
4225590,West Jefferson Hills SD,PA
602289,Alliance Tennenbaum Family Technology High District,CA
3900008,Muskingum Valley ESC,OH
100033,Glenwood Mental Health Service,AL
5104110,WYTHE CO PBLC SCHS,VA
2623830,Mid Peninsula School District,MI
3910022,Lincolnview Local,OH
4900690,North Summit District,UT
602290,Discovery Charter Distrit - Chula Vista Elementary,CA
4225650,West Middlesex Area SD,PA
5104150,YORK CO PBLC SCHS,VA
3900009,South Central Ohio ESC,OH
100035,The Little Tree Preschool  Auburn,AL
2623850,Milan Area Schools,MI
602291,Academia Avance Charter District,CA
3910023,Van Wert City,OH
5900025,Turtle Mountain Middle School,ND
4900720,Ogden City District,UT
4225680,West Mifflin Area SD,PA
3900012,Gallia-Vinton ESC,OH
602292,Oakland Unity High District,CA
5900058,Tate Topa Tribal School,ND
4900750,Park City District,UT
2623910,Millington Community Schools,MI
3910024,Upper Sandusky Exempted Village,OH
602293,Da Vinci Connect District,CA
5900067,Standing Rock Community School,ND
100036,Lee County Youth Development Center,AL
4225740,West Perry SD,PA
5900068,Ojibwa Indian School,ND
3900013,North Point Educational Service Center,OH
4900780,Piute District,UT
2624000,Mio-AuSable Schools,MI
602294,San Diego Mission Academy District,CA
3910025,Kenton City,OH
4225830,West Shore SD,PA
5900077,Twin Buttes Day School,ND
100037,BayPointe Residential Services,AL
602295,Baypoint Preparatory Academy - San Diego District,CA
3900014,Ohio Valley ESC,OH
4900810,Provo District,UT
5900095,Circle of Nations,ND
2624120,Mona Shores Public School District,MI
3910026,Clay Local,OH
100038,Pathway Inc,AL
602296,Long Valley Charter District,CA
5900096,Theodore Jamerson Elementary,ND
2624150,Monroe Public Schools,MI
3910027,Portsmouth City,OH
4900840,Rich District,UT
4225870,West Side CTC,PA
602297,New Millennium Secondary District,CA
5900106,Turtle Mountain Elementary School,ND
100039,Presbyterian Home for Children,AL
3900015,Northwest Ohio Educational Service Center,OH
2624180,Montague Area Public Schools,MI
5900117,White Shield School,ND
602298,National University Academy Sparrow District,CA
4900870,Salt Lake District,UT
3910028,Rittman Exempted Village,OH
5900149,Dunseith Day School,ND
4225950,Wyoming Valley West SD,PA
602299,Blue Oak Academy District,CA
100040,Brantwood Childrens Home,AL
3900017,Youngstown Community School,OH
2624420,Montrose Community Schools,MI
5900158,Turtle Mountain High School,ND
4900900,San Juan District,UT
3910029,Wadsworth City,OH
602300,ICEF View Park Preparatory Middle District,CA
4225980,West York Area SD,PA
4900930,Sevier District,UT
5900164,Chemawa Indian School,OR
3910030,Celina City,OH
5900189,Mandaree Day School,ND
602301,Savant Preparatory Academy of Business District,CA
100041,Developing Alabama Youth Prog,AL
2624540,Moran Township School District,MI
4226010,Mifflinburg Area SD,PA
4900960,South Sanpete District,UT
3900019,Constellation Schools: Old Brooklyn Community Elementary,OH
800283,EAGLE COUNTY SCHOOL DISTRICT RE-50J,CO
602302,Holly Drive Leadership Academy District,CA
3910031,Marion Local,OH
4226040,Western Beaver County SD,PA
100042,Laurel Oaks Behavioral Health Center,AL
800284,ELIZABETH SCHOOL DISTRICT,CO
602303,Sacramento Charter High District,CA
4226070,Western Wayne SD,PA
3900022,Autism Model School,OH
4900990,South Summit District,UT
800285,DEPARTMENT OF CORRECTIONS,CO
3910032,Wooster City,OH
2624570,Morenci Area Schools,MI
602304,Paradise Charter Middle District,CA
100043,Southeastern Psychiaric Management Inc,AL
800286,DIVISION OF YOUTH SERVICES,CO
3900023,Aurora Academy,OH
4226130,Westmont Hilltop SD,PA
4901020,Tintic District,UT
800287,CMHI PUEBLO,CO
602305,California Montessori Project - Capitol Campus District,CA
3910033,Northwestern Local,OH
4901050,Tooele District,UT
2624600,Morley Stanwood Community Schools,MI
800288,SUMMIT RE-1,CO
100044,The Rushton SchoolGateway Center,AL
3900025,Green Inspiration Academy,OH
800289,ASPEN 1,CO
602306,Shasta Charter Academy District,CA
4901080,Uintah District,UT
3900027,Middlebury Academy,OH
800291,DURANGO 9-R,CO
602307,Animo City of Champions Charter High District,CA
100060,Andalusia City,AL
3900028,Colonial Prep Academy,OH
800292,COLORADO RIVER BOCES,CO
4901110,Wasatch District,UT
602308,W.E.B. DuBois Public Charter District,CA
800293,COLORADO RIVER BOCES,CO
3900029,City Day Community School,OH
100090,Anniston City,AL
602309,Inland Leaders Charter District,CA
3900031,Cincinnati College Preparatory Academy,OH
4901140,Washington District,UT
801920,Academy School District No. 20 in the county of El Paso an,CO
100100,Arab City,AL
3900032,Citizens Academy,OH
602310,Alum Rock Union Elementary,CA
801950,School District N. 14 in the county of Adams & State of Colo,CO
4901170,Wayne District,UT
3900033,Edge Academy The,OH
602311,Opportunities for Learning - Capistrano District,CA
100120,Athens City,AL
801980,Agate School District No. 300,CO
3900036,Millennium Community School,OH
4901200,Weber District,UT
602312,Rocklin Academy District,CA
802010,Aguilar Reorganized School District No. 6,CO
3900038,Summit Academy Akron Elementary School,OH
100175,POINTE Academy LLC,AL
602313,Excelsior Charter District,CA
802040,Akron School District No. R-1,CO
3900040,Horizon Science Acad Cleveland,OH
5900031,Choctaw Central High School,MS
602314,River Charter Schools Lighthouse Charter District,CA
802070,Alamosa School District No. Re-11J,CO
3900042,Horizon Science Academy Columbus,OH
100176,JF Ingram State Technical College,AL
602315,Wonderful College Prep Academy District,CA
3900043,Riverside Academy,OH
802130,South Conejos School District No. Re10,CO
5900053,Standing Pine Elementary School,MS
3900047,Richard Allen Academy,OH
602316,California Virtual Academy @ Sonoma District,CA
802190,Archuleta County School District No. 50 Jt,CO
100178,Higdon Hill School,AL
3900050,Life Skills Ctr Of Youngstown,OH
602317,Citrus Springs Charter District,CA
100179,The Bridge,AL
802220,Arickaree School District No. R-2,CO
3900051,Lincoln Preparatory Academy,OH
5900071,Coeur d' Alene Tribal School,ID
602318,Learning for Life Charter District,CA
3900052,Invictus High School,OH
802260,Arriba-Flagler Consolidated School District No. 20,CO
100180,Attalla City,AL
602319,Magnolia Science Academy 2 District,CA
3900053,Towpath Trail High School,OH
5900078,Choctaw Central Middle School,MS
802280,Aspen School District No. 1 in the county of Pitkin and Sta,CO
602320,Hollister Prep District,CA
100181,Compass School,AL
3900056,Toledo School For The Arts,OH
802310,Weld County School District No. Re-9,CO
602321,Aspen Meadow Public District,CA
5900090,Miccosukee Indian School,FL
3900057,Dayton Leadership Academies-Early Learning Academy,OH
100183,Alabama Clinical Schools,AL
602322,Stella Elementary Charter Academy District,CA
802340,Aurora Joint District No. 28 of the counties of Adams and A,CO
3900063,North Central Ohio ESC,OH
5900092,Ahfachkee Day School,FL
3900064,Mid-Ohio ESC,OH
602323,Learning Choice Academy District,CA
802370,Platte Canyon School District No. 1 of  the county of Park,CO
100184,Excel Institute,AL
3900065,Intergenerational School The,OH
602324,Design Tech High District,CA
5900094,Aneth Community School,UT
802400,Bayfield School District No. 10Jt-R,CO
100185,Saraland City,AL
3900068,Constellation Schools: Parma Community,OH
602325,James Jordan Middle District,CA
802430,Bennett School District No. 29J,CO
5900097,Shoshone-Bannock School District No 512,ID
602326,Entrepreneur High District,CA
3900071,Summit Academy Community School for Alternative Learn-Canton,OH
802460,Bethune School District No. R- 5,CO
100186,Father Purcell Center,AL
3900072,T.C.P. World Academy,OH
602327,San Diego Neighborhood Homeschools District,CA
802490,Boulder Valley School District No. Re2,CO
5900100,Tucker Elementary School,MS
3900073,Richard Allen Preparatory,OH
602328,California Pacific Charter - San Diego District,CA
100187,Montgomery Childrens Specialty Center,AL
802520,Branson Reorganized School District No. 82,CO
3900077,Lighthouse Community Sch Inc,OH
100188,Chickasaw City,AL
602329,Public Policy Charter District,CA
802550,School District No. Re-10 in the county of Weld and State o,CO
3900079,Electronic Classroom Of Tomorrow,OH
5900111,Conehatta Elementary School,MS
602330,Pivot Charter School - North Bay District,CA
802580,School District 27J,CO
3900080,Graham School The,OH
100189,Satsuma City,AL
802610,School District No. Re-2 Brush,CO
602331,Community Roots Academy District,CA
5900123,Pearl River Elementary School,MS
3900081,Cornerstone Academy Community School,OH
100190,Alabaster City,AL
602332,Metro Charter District,CA
802640,Buena Vista School District No. R-31,CO
3900083,Dayton Leadership Academies-Dayton View Campus,OH
100191,Evergreen School,AL
602333,Woodward Leadership Academy District,CA
3900084,River Gate High School,OH
802670,Burlington Public School District No. RE-6J,CO
5900172,Red Water Elementary School,MS
802700,Byers School District No. 32J,CO
5900194,Bogue Chitto Elementary School,MS
802730,Calhan District No. RJ1,CO
100192,Montgomery Public Schools MPS Classroom McInnis,AL
802760,Campo School District No. Re-6,CO
100193,St Marys Home,AL
802790,Fremont Re-1,CO
100194,Pelham City,AL
100195,Pike Road City,AL
3900086,Life Skills Ctr Of Cincinnati,OH
802850,Center Consolidated School District No. 26 Jt. of the count,CO
602334,Roseland Charter District,CA
3900090,Western Buckeye ESC,OH
100197,Acceleration Day and Evening Academy,AL
2624630,Morrice Area Schools,MI
802880,Cheraw School District No. 31 in the county of Otero and S,CO
3900091,Athens-Meigs ESC,OH
100198,Sequel TSI Montgomery LLC,AL
4226250,Whitehall-Coplay SD,PA
602335,Aspire Juanita Tate Academy Charter District,CA
3900092,Madison-Champaign ESC,OH
100199,University Charter School,AL
802910,Cherry Creek School District No. 5 in the county of Arapah,CO
2624690,Mount Clemens Community School District,MI
3900093,Ross-Pike ESC,OH
602336,Contra Costa School of Performing Arts District,CA
100200,East Alabama Medical Center,AL
3900094,Monroe Local,OH
4226300,Wilkes-Barre Area SD,PA
100210,Auburn City,AL
802940,Cheyenne Mountain School District No. 12 in the county of E,CO
4226370,Wilkinsburg Borough SD,PA
602337,Peak to Peak Mountain Charter District,CA
100240,Autauga County,AL
3900096,Summit Acdy Comm Schl for Alternative Learners of Middletown,OH
803000,Clear Creek School District No. Re-1,CO
2624720,Mt. Morris Consolidated Schools,MI
200001,Lower Kuskokwim School District,AK
602338,Northern Summit Academy District,CA
3900097,Summit Academy Community School Alternative Learners -Xenia,OH
4226390,William Penn SD,PA
803030,Plateau Valley School District No. 50 in the county of Mesa,CO
200003,Lower Yukon School District,AK
602339,HomeTech Charter District,CA
2624750,Mt. Pleasant City School District,MI
3900098,Summit Academy Akron Middle School,OH
200004,Yupiit School District,AK
602340,one.Charter District,CA
803060,Colorado Springs School District No. 11 in the county of E,CO
4226400,Williams Valley SD,PA
3900100,Cliff Park High School,OH
200005,Kashunamiut School District,AK
602341,High Tech High Mesa District,CA
3900101,Marshall High School,OH
803090,Montezuma-Cortez School District No. Re-1,CO
2624810,Munising Public Schools,MI
200006,Mount Edgecumbe High School Agency,AK
803120,Fremont Re-3,CO
602342,Clayton Valley Charter High District,CA
4226430,Williamsburg Community SD,PA
3900102,Constellation Schools: Lorain Community Elementary,OH
200007,Aleutians East Borough School District,AK
803150,Creede School District,CO
602343,Adelante Charter District,CA
2624840,Muskegon Public Schools of the City of,MI
3900103,Constellation Schools: Elyria Community,OH
200010,Aleutian Region School District,AK
803180,Cripple Creek-Victor School District No. Re-1,CO
2624870,Muskegon Heights School District,MI
3900104,YB Columbus Community School,OH
602344,Animo Jefferson Charter Middle District,CA
200020,Bering Strait School District,AK
4226460,Williamsport Area SD,PA
803210,Crowley County School District No. Re-1-J,CO
200030,Bristol Bay Borough School District,AK
4226520,Wilmington Area SD,PA
3900105,Constellation Schools: Westpark Community Elementary,OH
602345,Ednovate - USC Hybrid High College Prep District,CA
803240,De Beque Joint District No. 49 of the counties of Mesa and,CO
200050,Alaska Gateway School District,AK
3900106,Dohn Community,OH
2624960,Napoleon Community Schools,MI
602346,Oakland Unity Middle District,CA
200060,Cordova City School District,AK
803270,Deer Trail School District No. 26J,CO
4226550,Wilson Area SD,PA
3900107,Washington Park Community School,OH
200070,Copper River School District,AK
2625020,Negaunee Public Schools,MI
602347,California STEAM Santa Barbara District,CA
803300,Del Norte Consolidated School District No. C-7,CO
3900109,Summit Academy Community School Alternative Learners-Lorain,OH
4226580,Wilson  SD,PA
200090,Craig City School District,AK
803330,Delta County Joint District No. 50,CO
3900113,Phoenix Community Learning Ctr,OH
602348,SAVA- Sacramento ACAD and Vocational Academy- SCUSD District,CA
2625140,New Buffalo Area Schools,MI
200100,Delta-Greely School District,AK
4226610,Windber Area SD,PA
3900117,The Autism Academy Of Learning,OH
200120,Dillingham City School District,AK
602349,Excelencia Charter Academy District,CA
803360,School District No. 1 in the county of Denver and State of C,CO
2625230,New Haven Community Schools,MI
3900118,TRECA Digital Academy,OH
200130,Galena City School District,AK
602350,e3 Civic High District,CA
4226700,Wyalusing Area SD,PA
803390,Dolores School District No. Re-4A,CO
3900119,West Preparatory Academy,OH
200150,Ketchikan Gateway Borough School District,AK
602351,Para Los Ni?os Middle District,CA
2625290,New Lothrop Area Public Schools,MI
3900120,Eagle Academy,OH
803420,Dolores County School District RE-2J,CO
200180,Anchorage School District,AK
602352,Team Charter Academy District,CA
4226730,Wyoming Area SD,PA
200210,Juneau Borough School District,AK
3900121,Hamilton Cnty Math & Science,OH
803450,Douglas County School District No. Re 1,CO
4226760,Wyomissing Area SD,PA
602353,Visions In Education District,CA
200240,Sitka School District,AK
3900123,Sciotoville,OH
803480,Durango School District No. 9-R,CO
2625320,Newaygo Public School District,MI
200270,Haines Borough School District,AK
3900125,Polly Fox Academy Community School,OH
602354,Community Collaborative Charter District - Acton-Agua Dulce,CA
803510,Kiowa County School District No. Re-1,CO
4226810,York Co School of Technology,PA
200300,Hoonah City School District,AK
3900126,Phoenix Academy Community School,OH
602355,Prepa Tec Los Angeles High District,CA
2625350,Tahquamenon Area Schools,MI
200330,Hydaburg City School District,AK
803540,Eagle County School District No. Re 50,CO
3900127,Glass City Academy,OH
4226820,York City SD,PA
200360,Kake City School District,AK
602356,Lighthouse Community Charter High District,CA
803600,Weld County School District No. Re-2,CO
3900129,Pathway School of Discovery,OH
2625400,NICE Community School District,MI
200390,Kenai Peninsula Borough School District,AK
602357,Connect Community Charter District,CA
3900130,Alliance Academy of Cincinnati,OH
4226850,York Suburban SD,PA
803630,Edison Joint District No. 54 of the counties of El Paso and,CO
200450,Klawock City School District,AK
602358,Manzanita Middle District,CA
3900133,Newark Digital Academy,OH
2625560,Niles Community Schools,MI
803690,Elbert School District No. 200,CO
200480,Kodiak Island Borough School District,AK
4280010,A W Beattie Career Center,PA
602359,Options for Youth-Victorville Charter District,CA
3900138,Wildwood Environmental Academy,OH
803720,ELIZABETH SCHOOL DISTRICT,CO
200485,Lake and Peninsula Borough School District,AK
3900145,Tomorrow Center,OH
2625650,North Adams-Jerome Public Schools,MI
602360,Alview-Dairyland Union Elementary,CA
200510,Matanuska-Susitna Borough School District,AK
4280020,Forbes Road CTC,PA
803750,Ellicott School District No. 22 in the county of El Paso a,CO
3900146,Mahoning Unlimited Classroom,OH
602361,Academia Moderna District,CA
200520,Iditarod Area School District,AK
2625680,North Branch Area Schools,MI
3900151,Goal Digital Academy,OH
200525,Annette Island School District,AK
803780,Englewood School District No. 1 in the county of Arapahoe,CO
3900152,Akron Digital Academy,OH
4280030,McKeesport Area Tech Ctr,PA
602362,Alliance Patti & Peter Neuwirth Leadership Academy District,CA
200540,Nenana City School District,AK
4280040,Parkway West CTC,PA
3900155,Fairborn Digital Academy,OH
803810,Estes Park School District R-3,CO
602363,Great Valley Academy District,CA
200570,Nome Public Schools,AK
3900175,Stark High School,OH
2625740,Grosse Pointe Public Schools,MI
803840,Park County School District No. Re-2,CO
602364,Darnall Charter District,CA
3900176,Life Skills Center of Elyria,OH
2625780,North Huron School District,MI
200600,Fairbanks North Star Borough School District,AK
803870,El Paso County Colorado School District 49,CO
200610,North Slope Borough School District,AK
602365,Mountain Home Charter (Alternative) District,CA
3900177,Focus Learning Academy of Southwest Columbus,OH
4280050,Steel Center for Career and Technical Education,PA
4280060,Berks CTC,PA
803930,School District No. Re-3 Frenchman,CO
602366,JCS - Pine Valley District,CA
200625,Northwest Arctic Borough School District,AK
3900178,Focus Learning Academy of Southeastern Columbus,OH
2625800,North Muskegon Public Schools,MI
803960,Fremont Re-2,CO
200630,Pelican City School District,AK
602367,Aspire APEX Academy District,CA
3900179,Focus Learning Academy of Northern Columbus,OH
4280070,Reading Muhlenberg CTC,PA
803990,Poudre School District R-1,CO
200660,Petersburg Borough School District,AK
3900180,Ohio Virtual Academy,OH
602368,ICEF Vista Elementary Academy District,CA
2625920,Northport Public School District,MI
200670,Pribilof School District,AK
804020,Weld County Reorganized School District No. Re-8,CO
3900181,Hope Academy Northcoast,OH
2625950,Northview Public Schools,MI
602369,KIPP Sol Academy District,CA
200680,Saint Mary's School District,AK
4280080,Greater Altoona CTC,PA
3900184,Mound Street IT Careers Academy,OH
602370,Alvina Elementary,CA
200690,Skagway School District,AK
2625980,Northville Public Schools,MI
3900185,Mound Street Academies,OH
602371,Heritage Peak Charter District,CA
200700,Southeast Island School District,AK
4280090,Bucks County Technical High School,PA
3900186,Mound Street Health Careers Academy,OH
200710,Southwest Region School District,AK
602372,Imagine Schools Riverside County District,CA
2626010,Northwest Community Schools,MI
3900190,International Acad Of Columbus,OH
200715,Tanana City School District,AK
602373,San Joaquin Building Futures Academy District,CA
4280100,Middle Bucks Institute of Technology,PA
3900192,Great Western Academy,OH
200720,Unalaska City School District,AK
2626040,Norway-Vulcan Area Schools,MI
602374,Health Sciences High District,CA
3900193,Trotwood Preparatory & Fitness Academy,OH
200730,Chatham School District,AK
2626100,Nottawa Community School,MI
200760,Kuspuk School District,AK
602375,Empower Charter District,CA
3900194,Middletown Preparatory & Fitness Academy,OH
4280110,Upper Bucks County Technical School,PA
200770,Denali Borough School District,AK
3900203,Alternative Education Academy,OH
602376,Aspire Benjamin Holt College Preparatory Academy District,CA
4280120,Admiral Peary AVTS,PA
200775,Yukon Flats School District,AK
3900211,Constellation Schools: Puritas Community Elementary,OH
2626130,Novi Community School District,MI
602377,Marconi Learning Academy District,CA
200780,Valdez City School District,AK
200800,Chugach School District,AK
4280130,Carbon Career & Technical Institute,PA
3900212,Constellation Schools: Stockyard Community Elementary,OH
602378,Family Partnership Home Study Charter District,CA
200810,Wrangell Public School District,AK
2626190,Oak Park School District of the City of,MI
3900216,North Dayton School Of Science & Discovery,OH
602379,Rocketship Fuerza Community Prep District,CA
200840,Yakutat School District,AK
4280150,Clarion County Career Center,PA
3900219,Richard Allen Academy II,OH
4280160,Clearfield County CTC,PA
200862,Yukon-Koyukuk School District,AK
602380,LA's Promise Charter Middle #1 District,CA
3900220,Richard Allen Academy III,OH
2626220,Oakridge Public Schools,MI
1000004,Charter School of Wilmington,DE
602381,COM Collaborative Virtual - Keppel Partnership ACAD District,CA
3900223,Arts & College Preparatory Academy,OH
4280170,Crawford County CTC,PA
1000005,Positive Outcomes Charter School,DE
2626280,Okemos Public Schools,MI
602382,Encore High School for the Arts - Riverside District,CA
3900228,Franklin Local Community School,OH
1000006,East Side Charter School,DE
4280180,Cumberland Perry AVTS,PA
3900231,Life Skills Center Of Toledo,OH
1000007,Campus Community Charter School,DE
602383,Carter G. Woodson Public Charter District,CA
2626370,Olivet Community Schools,MI
3900233,Foxfire High School,OH
1000010,Edison (Thomas A.) Charter School,DE
602384,KIPP Academy of Innovation District,CA
2626400,Onaway Area Community School District,MI
3900237,Buckeye United School District,OH
1000011,Sussex Academy,DE
4280200,Delaware County Technical High School,PA
602385,Redding School of the Arts District,CA
3900238,Ohio Central School System,OH
1000014,Kuumba Academy Charter School,DE
2626430,Oneida Township S/D #3,MI
3900241,Miami Valley Academies,OH
602386,Diego Valley East Public Charter District,CA
1000015,Newark Charter School,DE
4280210,Erie County Technical School,PA
1000016,Delaware Military Academy,DE
3900250,Ohio Connections Academy Inc,OH
602387,Magnolia Science Academy San Diego District,CA
2626490,Onekama Consolidated Schools,MI
3900252,Quaker Digital Academy,OH
1000017,Academy of Dover Charter School,DE
4280220,Connellsville Area Career & Technical Center,PA
602388,California Connections Academy @ Ripon District,CA
3900259,Massillon Digital Academy Inc,OH
1000018,Providence Creek Academy Charter School,DE
2626520,Onsted Community Schools,MI
1000019,MOT Charter School,DE
602389,Arts In Action Community Charter District,CA
3900263,Pleasant Community Digital,OH
4280230,Franklin County CTC,PA
1000020,Delaware Adolescent Program Inc. (DAPI),DE
3900273,Lorain K-12 Digital Academy,OH
4280240,Greene County CTC,PA
602390,San Jacinto Valley Academy District,CA
1000021,Corrections - DOE,DE
3900276,West Central Learning Academy II,OH
2626550,Ontonagon Area School District,MI
602391,Inspire Charter District,CA
1000022,Dept. of Svs. for Children Youth & Their Families,DE
2626760,Orchard View Schools,MI
3900277,Lake Erie International High School,OH
1000024,Charter School of New Castle,DE
602392,Escuela Popular/CTR for TRN and Careers FAM Lrng District,CA
4280250,Huntingdon County CTC,PA
3900278,The Capella Institute,OH
1000026,Odyssey Charter School,DE
2626940,Dollar Bay-Tamarack City Area Schools,MI
3900279,Randall Park High School,OH
602393,PUC Nueva Esperanza Charter Academy District,CA
1000049,Delaware Academy of Public Safety and Security,DE
3900285,Canton Harbor High School,OH
4280260,CTC of Lackawanna County,PA
602394,University Prep District,CA
4280270,Lancaster County CTC,PA
1000050,Las Americas Aspira Academy,DE
3900286,Cleveland Academy for Scholarship Technology and Leadership,OH
602395,Crescent View South II District,CA
1000052,Gateway Lab School,DE
2626970,Oscoda Area Schools,MI
4280280,Lebanon County CTC,PA
3900291,Constellation Schools: Puritas Community Middle,OH
602396,Matrix for Success Academy District,CA
1000053,Academia Antonia Alonso,DE
2627060,Otsego Public Schools,MI
3900299,Pinnacle Academy,OH
1000054,First State Montessori Academy,DE
602397,New Horizons Charter Academy District,CA
4280290,Lehigh Career & Technical Institute,PA
3900302,Winterfield Venture Academy,OH
1000055,Early College High School at Del State,DE
602398,Options for Youth San Gabriel District,CA
2627150,Ovid-Elsie Area Schools,MI
3900304,Columbus Humanities Arts and Technology Academy,OH
1000056,Design Thinking Academy,DE
602399,OCS - South District,CA
4280300,Wilkes-Barre Area CTC,PA
3900305,A+ Arts Academy,OH
1000057,First State Military Academy,DE
602400,Inspire Charter School - North District,CA
2627180,Owendale-Gagetown Area School District,MI
3900306,Columbus Arts & Technology Academy,OH
1000059,Freire Charter School Wilmington,DE
2627210,Owosso Public Schools,MI
602401,Trivium Charter District,CA
3900307,Columbus Preparatory Academy,OH
1000062,Great Oaks Charter School,DE
4280310,Mercer County Career Center,PA
602402,Dehesa Charter District,CA
3900308,Orion Academy,OH
1000063,Sussex Montessori School,DE
2627240,Oxford Community Schools,MI
3900309,Apex Academy,OH
